ID,BRAIN_QUANTITY
IXI033-HH-1259-T1_53,16982.0
IXI033-HH-1259-T1_54,17149.0
IXI033-HH-1259-T1_55,17329.0
IXI033-HH-1259-T1_56,17567.0
IXI033-HH-1259-T1_57,17902.0
IXI033-HH-1259-T1_58,18231.0
IXI033-HH-1259-T1_59,18523.0
IXI033-HH-1259-T1_60,18890.0
IXI033-HH-1259-T1_61,19225.0
IXI033-HH-1259-T1_62,19487.0
IXI033-HH-1259-T1_63,19680.0
IXI033-HH-1259-T1_64,19894.0
IXI033-HH-1259-T1_65,20218.0
IXI033-HH-1259-T1_66,20557.0
IXI033-HH-1259-T1_67,20762.0
IXI033-HH-1259-T1_68,20859.0
IXI033-HH-1259-T1_69,21022.0
IXI033-HH-1259-T1_70,21147.0
IXI033-HH-1259-T1_71,21210.0
IXI033-HH-1259-T1_72,21226.0
IXI033-HH-1259-T1_73,21112.0
IXI033-HH-1259-T1_74,21134.0
IXI033-HH-1259-T1_75,21293.0
IXI033-HH-1259-T1_76,21333.0
IXI033-HH-1259-T1_77,21166.0
IXI033-HH-1259-T1_78,21259.0
IXI033-HH-1259-T1_79,21350.0
IXI033-HH-1259-T1_80,21345.0
IXI033-HH-1259-T1_81,21278.0
IXI033-HH-1259-T1_82,21037.0
IXI033-HH-1259-T1_83,20911.0
IXI033-HH-1259-T1_84,20768.0
IXI033-HH-1259-T1_85,20581.0
IXI033-HH-1259-T1_86,20273.0
IXI033-HH-1259-T1_87,19895.0
IXI033-HH-1259-T1_88,19516.0
IXI033-HH-1259-T1_89,19096.0
IXI033-HH-1259-T1_90,18845.0
IXI033-HH-1259-T1_91,18507.0
IXI033-HH-1259-T1_92,18229.0
IXI033-HH-1259-T1_93,17994.0
IXI033-HH-1259-T1_94,17751.0
IXI033-HH-1259-T1_95,17571.0
IXI033-HH-1259-T1_96,17389.0
IXI033-HH-1259-T1_97,17209.0
IXI033-HH-1259-T1_98,16997.0
IXI033-HH-1259-T1_99,16795.0
IXI033-HH-1259-T1_100,16595.0
IXI033-HH-1259-T1_101,16348.0
IXI033-HH-1259-T1_102,16114.0
IXI033-HH-1259-T1_103,15829.0
IXI033-HH-1259-T1_104,15549.0
IXI033-HH-1259-T1_105,15233.0
IXI033-HH-1259-T1_106,14876.0
IXI033-HH-1259-T1_107,14531.0
IXI033-HH-1259-T1_108,14213.0
IXI033-HH-1259-T1_109,13864.0
IXI033-HH-1259-T1_110,13421.0
IXI033-HH-1259-T1_111,12989.0
IXI033-HH-1259-T1_112,12494.0
IXI033-HH-1259-T1_113,11925.0
IXI033-HH-1259-T1_114,11305.0
IXI033-HH-1259-T1_115,10717.0
IXI033-HH-1259-T1_116,10094.0
IXI033-HH-1259-T1_117,9372.0
IXI033-HH-1259-T1_118,8718.0
IXI033-HH-1259-T1_119,8100.0
IXI033-HH-1259-T1_120,7430.0
IXI033-HH-1259-T1_121,6618.0
IXI033-HH-1259-T1_122,5767.0
IXI033-HH-1259-T1_123,4808.0
IXI033-HH-1259-T1_124,3925.0
IXI033-HH-1259-T1_125,3204.0
IXI033-HH-1259-T1_126,2498.0
IXI033-HH-1259-T1_127,1660.0
IXI033-HH-1259-T1_128,1100.0
IXI033-HH-1259-T1_129,709.0
IXI033-HH-1259-T1_130,378.0
IXI033-HH-1259-T1_131,0.0
IXI033-HH-1259-T1_132,0.0
IXI033-HH-1259-T1_133,0.0
IXI033-HH-1259-T1_134,0.0
IXI033-HH-1259-T1_135,0.0
IXI033-HH-1259-T1_136,0.0
IXI033-HH-1259-T1_137,0.0
IXI033-HH-1259-T1_138,0.0
IXI033-HH-1259-T1_139,0.0
IXI033-HH-1259-T1_140,0.0
IXI033-HH-1259-T1_141,0.0
IXI033-HH-1259-T1_142,0.0
IXI033-HH-1259-T1_143,0.0
IXI033-HH-1259-T1_144,0.0
IXI033-HH-1259-T1_145,0.0
IXI033-HH-1259-T1_146,0.0
IXI033-HH-1259-T1_147,0.0
IXI033-HH-1259-T1_148,0.0
IXI033-HH-1259-T1_149,0.0
IXI034-HH-1260-T1_0,0.0
IXI034-HH-1260-T1_1,0.0
IXI034-HH-1260-T1_2,0.0
IXI034-HH-1260-T1_3,0.0
IXI034-HH-1260-T1_4,0.0
IXI034-HH-1260-T1_5,0.0
IXI034-HH-1260-T1_6,0.0
IXI034-HH-1260-T1_7,0.0
IXI034-HH-1260-T1_8,0.0
IXI034-HH-1260-T1_9,0.0
IXI034-HH-1260-T1_10,0.0
IXI034-HH-1260-T1_11,0.0
IXI034-HH-1260-T1_12,0.0
IXI034-HH-1260-T1_13,0.0
IXI034-HH-1260-T1_14,0.0
IXI034-HH-1260-T1_15,0.0
IXI034-HH-1260-T1_16,0.0
IXI034-HH-1260-T1_17,0.0
IXI034-HH-1260-T1_18,0.0
IXI034-HH-1260-T1_19,0.0
IXI034-HH-1260-T1_20,0.0
IXI034-HH-1260-T1_21,580.0
IXI034-HH-1260-T1_22,1450.0
IXI034-HH-1260-T1_23,2197.0
IXI034-HH-1260-T1_24,2752.0
IXI034-HH-1260-T1_25,3502.0
IXI034-HH-1260-T1_26,4247.0
IXI034-HH-1260-T1_27,4900.0
IXI034-HH-1260-T1_28,5623.0
IXI034-HH-1260-T1_29,6169.0
IXI034-HH-1260-T1_30,6781.0
IXI034-HH-1260-T1_31,7315.0
IXI034-HH-1260-T1_32,7892.0
IXI034-HH-1260-T1_33,8527.0
IXI034-HH-1260-T1_34,9098.0
IXI034-HH-1260-T1_35,9786.0
IXI034-HH-1260-T1_36,10380.0
IXI034-HH-1260-T1_37,10963.0
IXI034-HH-1260-T1_38,11480.0
IXI034-HH-1260-T1_39,11988.0
IXI034-HH-1260-T1_40,12510.0
IXI034-HH-1260-T1_41,13000.0
IXI034-HH-1260-T1_42,13506.0
IXI034-HH-1260-T1_43,13942.0
IXI034-HH-1260-T1_44,14350.0
IXI034-HH-1260-T1_45,14713.0
IXI034-HH-1260-T1_46,15077.0
IXI034-HH-1260-T1_47,15443.0
IXI034-HH-1260-T1_48,15770.0
IXI034-HH-1260-T1_49,16112.0
IXI034-HH-1260-T1_50,16371.0
IXI034-HH-1260-T1_51,16601.0
IXI034-HH-1260-T1_52,16797.0
IXI034-HH-1260-T1_53,16987.0
IXI034-HH-1260-T1_54,17148.0
IXI034-HH-1260-T1_55,17314.0
IXI034-HH-1260-T1_56,17425.0
IXI034-HH-1260-T1_57,17563.0
IXI034-HH-1260-T1_58,17685.0
IXI034-HH-1260-T1_59,17791.0
IXI034-HH-1260-T1_60,17884.0
IXI034-HH-1260-T1_61,17950.0
IXI034-HH-1260-T1_62,17991.0
IXI034-HH-1260-T1_63,17995.0
IXI034-HH-1260-T1_64,18010.0
IXI034-HH-1260-T1_65,18081.0
IXI034-HH-1260-T1_66,18145.0
IXI034-HH-1260-T1_67,18213.0
IXI034-HH-1260-T1_68,18347.0
IXI034-HH-1260-T1_69,18447.0
IXI034-HH-1260-T1_70,18501.0
IXI034-HH-1260-T1_71,18535.0
IXI034-HH-1260-T1_72,18569.0
IXI034-HH-1260-T1_73,18655.0
IXI034-HH-1260-T1_74,18802.0
IXI034-HH-1260-T1_75,18842.0
IXI034-HH-1260-T1_76,18935.0
IXI034-HH-1260-T1_77,19011.0
IXI034-HH-1260-T1_78,19105.0
IXI034-HH-1260-T1_79,19225.0
IXI034-HH-1260-T1_80,19335.0
IXI034-HH-1260-T1_81,19362.0
IXI034-HH-1260-T1_82,19239.0
IXI034-HH-1260-T1_83,19132.0
IXI034-HH-1260-T1_84,18972.0
IXI034-HH-1260-T1_85,18808.0
IXI034-HH-1260-T1_86,18629.0
IXI034-HH-1260-T1_87,18396.0
IXI034-HH-1260-T1_88,18154.0
IXI034-HH-1260-T1_89,17881.0
IXI034-HH-1260-T1_90,17619.0
IXI034-HH-1260-T1_91,17301.0
IXI034-HH-1260-T1_92,17010.0
IXI034-HH-1260-T1_93,16815.0
IXI034-HH-1260-T1_94,16626.0
IXI034-HH-1260-T1_95,16482.0
IXI034-HH-1260-T1_96,16306.0
IXI034-HH-1260-T1_97,16149.0
IXI034-HH-1260-T1_98,15965.0
IXI034-HH-1260-T1_99,15771.0
IXI034-HH-1260-T1_100,15565.0
IXI034-HH-1260-T1_101,15317.0
IXI034-HH-1260-T1_102,15055.0
IXI034-HH-1260-T1_103,14789.0
IXI034-HH-1260-T1_104,14525.0
IXI034-HH-1260-T1_105,14226.0
IXI034-HH-1260-T1_106,13920.0
IXI034-HH-1260-T1_107,13542.0
IXI034-HH-1260-T1_108,13147.0
IXI034-HH-1260-T1_109,12729.0
IXI034-HH-1260-T1_110,12295.0
IXI034-HH-1260-T1_111,11849.0
IXI034-HH-1260-T1_112,11396.0
IXI034-HH-1260-T1_113,10915.0
IXI034-HH-1260-T1_114,10361.0
IXI034-HH-1260-T1_115,9772.0
IXI034-HH-1260-T1_116,9073.0
IXI034-HH-1260-T1_117,8399.0
IXI034-HH-1260-T1_118,7716.0
IXI034-HH-1260-T1_119,7111.0
IXI034-HH-1260-T1_120,6450.0
IXI034-HH-1260-T1_121,5822.0
IXI034-HH-1260-T1_122,5150.0
IXI034-HH-1260-T1_123,4327.0
IXI034-HH-1260-T1_124,3687.0
IXI034-HH-1260-T1_125,2947.0
IXI034-HH-1260-T1_126,2434.0
IXI034-HH-1260-T1_127,1632.0
IXI034-HH-1260-T1_128,814.0
IXI034-HH-1260-T1_129,192.0
IXI034-HH-1260-T1_130,0.0
IXI034-HH-1260-T1_131,0.0
IXI034-HH-1260-T1_132,0.0
IXI034-HH-1260-T1_133,0.0
IXI034-HH-1260-T1_134,0.0
IXI034-HH-1260-T1_135,0.0
IXI034-HH-1260-T1_136,0.0
IXI034-HH-1260-T1_137,0.0
IXI034-HH-1260-T1_138,0.0
IXI034-HH-1260-T1_139,0.0
IXI034-HH-1260-T1_140,0.0
IXI034-HH-1260-T1_141,0.0
IXI034-HH-1260-T1_142,0.0
IXI034-HH-1260-T1_143,0.0
IXI034-HH-1260-T1_144,0.0
IXI034-HH-1260-T1_145,0.0
IXI034-HH-1260-T1_146,0.0
IXI034-HH-1260-T1_147,0.0
IXI034-HH-1260-T1_148,0.0
IXI034-HH-1260-T1_149,0.0
IXI035-IOP-0873-T1_0,0.0
IXI035-IOP-0873-T1_1,0.0
IXI035-IOP-0873-T1_2,0.0
IXI035-IOP-0873-T1_3,0.0
IXI035-IOP-0873-T1_4,0.0
IXI035-IOP-0873-T1_5,0.0
IXI035-IOP-0873-T1_6,0.0
IXI035-IOP-0873-T1_7,0.0
IXI035-IOP-0873-T1_8,0.0
IXI035-IOP-0873-T1_9,0.0
IXI035-IOP-0873-T1_10,0.0
IXI035-IOP-0873-T1_11,0.0
IXI035-IOP-0873-T1_12,0.0
IXI035-IOP-0873-T1_13,0.0
IXI035-IOP-0873-T1_14,0.0
IXI035-IOP-0873-T1_15,0.0
IXI035-IOP-0873-T1_16,97.0
IXI035-IOP-0873-T1_17,705.0
IXI035-IOP-0873-T1_18,1175.0
IXI035-IOP-0873-T1_19,1593.0
IXI035-IOP-0873-T1_20,2224.0
IXI035-IOP-0873-T1_21,3174.0
IXI035-IOP-0873-T1_22,3850.0
IXI035-IOP-0873-T1_23,4420.0
IXI035-IOP-0873-T1_24,5143.0
IXI035-IOP-0873-T1_25,5843.0
IXI035-IOP-0873-T1_26,6552.0
IXI035-IOP-0873-T1_27,7140.0
IXI035-IOP-0873-T1_28,7706.0
IXI035-IOP-0873-T1_29,8287.0
IXI035-IOP-0873-T1_30,8946.0
IXI035-IOP-0873-T1_31,9706.0
IXI035-IOP-0873-T1_32,10364.0
IXI035-IOP-0873-T1_33,10744.0
IXI035-IOP-0873-T1_34,11262.0
IXI035-IOP-0873-T1_35,11606.0
IXI035-IOP-0873-T1_36,11930.0
IXI035-IOP-0873-T1_37,12277.0
IXI035-IOP-0873-T1_38,12600.0
IXI035-IOP-0873-T1_39,12930.0
IXI035-IOP-0873-T1_40,13252.0
IXI035-IOP-0873-T1_41,13530.0
IXI035-IOP-0873-T1_42,13833.0
IXI035-IOP-0873-T1_43,14042.0
IXI035-IOP-0873-T1_44,14237.0
IXI035-IOP-0873-T1_45,14400.0
IXI035-IOP-0873-T1_46,14559.0
IXI035-IOP-0873-T1_47,14794.0
IXI035-IOP-0873-T1_48,14964.0
IXI035-IOP-0873-T1_49,15158.0
IXI035-IOP-0873-T1_50,15303.0
IXI035-IOP-0873-T1_51,15479.0
IXI035-IOP-0873-T1_52,15586.0
IXI035-IOP-0873-T1_53,15717.0
IXI035-IOP-0873-T1_54,15843.0
IXI035-IOP-0873-T1_55,15970.0
IXI035-IOP-0873-T1_56,16184.0
IXI035-IOP-0873-T1_57,16359.0
IXI035-IOP-0873-T1_58,16560.0
IXI035-IOP-0873-T1_59,16960.0
IXI035-IOP-0873-T1_60,17255.0
IXI035-IOP-0873-T1_61,17477.0
IXI035-IOP-0873-T1_62,17756.0
IXI035-IOP-0873-T1_63,18122.0
IXI035-IOP-0873-T1_64,18450.0
IXI035-IOP-0873-T1_65,18758.0
IXI035-IOP-0873-T1_66,19000.0
IXI035-IOP-0873-T1_67,19176.0
IXI035-IOP-0873-T1_68,19273.0
IXI035-IOP-0873-T1_69,19319.0
IXI035-IOP-0873-T1_70,19271.0
IXI035-IOP-0873-T1_71,19183.0
IXI035-IOP-0873-T1_72,19164.0
IXI035-IOP-0873-T1_73,19275.0
IXI035-IOP-0873-T1_74,19110.0
IXI035-IOP-0873-T1_75,19077.0
IXI035-IOP-0873-T1_76,19054.0
IXI035-IOP-0873-T1_77,19034.0
IXI035-IOP-0873-T1_78,18993.0
IXI035-IOP-0873-T1_79,18880.0
IXI035-IOP-0873-T1_80,18698.0
IXI035-IOP-0873-T1_81,18570.0
IXI035-IOP-0873-T1_82,18357.0
IXI035-IOP-0873-T1_83,18119.0
IXI035-IOP-0873-T1_84,17833.0
IXI035-IOP-0873-T1_85,17554.0
IXI035-IOP-0873-T1_86,17268.0
IXI035-IOP-0873-T1_87,17042.0
IXI035-IOP-0873-T1_88,16824.0
IXI035-IOP-0873-T1_89,16645.0
IXI035-IOP-0873-T1_90,16466.0
IXI035-IOP-0873-T1_91,16240.0
IXI035-IOP-0873-T1_92,16119.0
IXI035-IOP-0873-T1_93,15965.0
IXI035-IOP-0873-T1_94,15814.0
IXI035-IOP-0873-T1_95,15667.0
IXI035-IOP-0873-T1_96,15498.0
IXI035-IOP-0873-T1_97,15305.0
IXI035-IOP-0873-T1_98,15047.0
IXI035-IOP-0873-T1_99,14849.0
IXI035-IOP-0873-T1_100,14645.0
IXI035-IOP-0873-T1_101,14452.0
IXI035-IOP-0873-T1_102,14275.0
IXI035-IOP-0873-T1_103,14071.0
IXI035-IOP-0873-T1_104,13842.0
IXI035-IOP-0873-T1_105,13558.0
IXI035-IOP-0873-T1_106,13288.0
IXI035-IOP-0873-T1_107,12943.0
IXI035-IOP-0873-T1_108,12611.0
IXI035-IOP-0873-T1_109,12260.0
IXI035-IOP-0873-T1_110,11901.0
IXI035-IOP-0873-T1_111,11552.0
IXI035-IOP-0873-T1_112,11156.0
IXI035-IOP-0873-T1_113,10713.0
IXI035-IOP-0873-T1_114,10257.0
IXI035-IOP-0873-T1_115,9740.0
IXI035-IOP-0873-T1_116,9262.0
IXI035-IOP-0873-T1_117,8751.0
IXI035-IOP-0873-T1_118,8181.0
IXI035-IOP-0873-T1_119,7505.0
IXI035-IOP-0873-T1_120,6799.0
IXI035-IOP-0873-T1_121,5999.0
IXI035-IOP-0873-T1_122,5210.0
IXI035-IOP-0873-T1_123,4645.0
IXI035-IOP-0873-T1_124,4157.0
IXI035-IOP-0873-T1_125,3621.0
IXI035-IOP-0873-T1_126,3072.0
IXI035-IOP-0873-T1_127,2464.0
IXI035-IOP-0873-T1_128,1772.0
IXI035-IOP-0873-T1_129,1031.0
IXI035-IOP-0873-T1_130,543.0
IXI035-IOP-0873-T1_131,0.0
IXI035-IOP-0873-T1_132,0.0
IXI035-IOP-0873-T1_133,0.0
IXI035-IOP-0873-T1_134,0.0
IXI035-IOP-0873-T1_135,0.0
IXI035-IOP-0873-T1_136,0.0
IXI035-IOP-0873-T1_137,0.0
IXI035-IOP-0873-T1_138,0.0
IXI035-IOP-0873-T1_139,0.0
IXI035-IOP-0873-T1_140,0.0
IXI035-IOP-0873-T1_141,0.0
IXI035-IOP-0873-T1_142,0.0
IXI035-IOP-0873-T1_143,0.0
IXI035-IOP-0873-T1_144,0.0
IXI035-IOP-0873-T1_145,0.0
IXI036-Guys-0736-T1_0,0.0
IXI036-Guys-0736-T1_1,0.0
IXI036-Guys-0736-T1_2,0.0
IXI036-Guys-0736-T1_3,0.0
IXI036-Guys-0736-T1_4,0.0
IXI036-Guys-0736-T1_5,0.0
IXI036-Guys-0736-T1_6,0.0
IXI036-Guys-0736-T1_7,0.0
IXI036-Guys-0736-T1_8,0.0
IXI036-Guys-0736-T1_9,0.0
IXI036-Guys-0736-T1_10,0.0
IXI036-Guys-0736-T1_11,0.0
IXI036-Guys-0736-T1_12,0.0
IXI036-Guys-0736-T1_13,0.0
IXI036-Guys-0736-T1_14,0.0
IXI036-Guys-0736-T1_15,0.0
IXI036-Guys-0736-T1_16,0.0
IXI036-Guys-0736-T1_17,0.0
IXI036-Guys-0736-T1_18,0.0
IXI036-Guys-0736-T1_19,98.0
IXI036-Guys-0736-T1_20,575.0
IXI036-Guys-0736-T1_21,1405.0
IXI036-Guys-0736-T1_22,2546.0
IXI036-Guys-0736-T1_23,3530.0
IXI036-Guys-0736-T1_24,4213.0
IXI036-Guys-0736-T1_25,4861.0
IXI036-Guys-0736-T1_26,5520.0
IXI036-Guys-0736-T1_27,6139.0
IXI036-Guys-0736-T1_28,6782.0
IXI036-Guys-0736-T1_29,7417.0
IXI036-Guys-0736-T1_30,8034.0
IXI036-Guys-0736-T1_31,8580.0
IXI036-Guys-0736-T1_32,9183.0
IXI036-Guys-0736-T1_33,9832.0
IXI036-Guys-0736-T1_34,10498.0
IXI036-Guys-0736-T1_35,11091.0
IXI036-Guys-0736-T1_36,11665.0
IXI036-Guys-0736-T1_37,12141.0
IXI036-Guys-0736-T1_38,12608.0
IXI036-Guys-0736-T1_39,13051.0
IXI036-Guys-0736-T1_40,13495.0
IXI036-Guys-0736-T1_41,13894.0
IXI036-Guys-0736-T1_42,14284.0
IXI036-Guys-0736-T1_43,14698.0
IXI036-Guys-0736-T1_44,15076.0
IXI036-Guys-0736-T1_45,15443.0
IXI036-Guys-0736-T1_46,15768.0
IXI036-Guys-0736-T1_47,16065.0
IXI036-Guys-0736-T1_48,16289.0
IXI036-Guys-0736-T1_49,16508.0
IXI036-Guys-0736-T1_50,16697.0
IXI036-Guys-0736-T1_51,16859.0
IXI036-Guys-0736-T1_52,17032.0
IXI036-Guys-0736-T1_53,17218.0
IXI036-Guys-0736-T1_54,17372.0
IXI036-Guys-0736-T1_55,17507.0
IXI036-Guys-0736-T1_56,17667.0
IXI036-Guys-0736-T1_57,17803.0
IXI036-Guys-0736-T1_58,17942.0
IXI036-Guys-0736-T1_59,18129.0
IXI036-Guys-0736-T1_60,18336.0
IXI036-Guys-0736-T1_61,18533.0
IXI036-Guys-0736-T1_62,18714.0
IXI036-Guys-0736-T1_63,18824.0
IXI036-Guys-0736-T1_64,18959.0
IXI036-Guys-0736-T1_65,19086.0
IXI036-Guys-0736-T1_66,19162.0
IXI036-Guys-0736-T1_67,19238.0
IXI036-Guys-0736-T1_68,19185.0
IXI036-Guys-0736-T1_69,19141.0
IXI036-Guys-0736-T1_70,19076.0
IXI036-Guys-0736-T1_71,19090.0
IXI036-Guys-0736-T1_72,19072.0
IXI036-Guys-0736-T1_73,19047.0
IXI036-Guys-0736-T1_74,19092.0
IXI036-Guys-0736-T1_75,18994.0
IXI036-Guys-0736-T1_76,19094.0
IXI036-Guys-0736-T1_77,19134.0
IXI036-Guys-0736-T1_78,19189.0
IXI036-Guys-0736-T1_79,19258.0
IXI036-Guys-0736-T1_80,19288.0
IXI036-Guys-0736-T1_81,19328.0
IXI036-Guys-0736-T1_82,19315.0
IXI036-Guys-0736-T1_83,19303.0
IXI036-Guys-0736-T1_84,19239.0
IXI036-Guys-0736-T1_85,19179.0
IXI036-Guys-0736-T1_86,19047.0
IXI036-Guys-0736-T1_87,18891.0
IXI036-Guys-0736-T1_88,18767.0
IXI036-Guys-0736-T1_89,18583.0
IXI036-Guys-0736-T1_90,18431.0
IXI036-Guys-0736-T1_91,18275.0
IXI036-Guys-0736-T1_92,18124.0
IXI036-Guys-0736-T1_93,17969.0
IXI036-Guys-0736-T1_94,17827.0
IXI036-Guys-0736-T1_95,17710.0
IXI036-Guys-0736-T1_96,17573.0
IXI036-Guys-0736-T1_97,17429.0
IXI036-Guys-0736-T1_98,17242.0
IXI036-Guys-0736-T1_99,17063.0
IXI036-Guys-0736-T1_100,16881.0
IXI036-Guys-0736-T1_101,16637.0
IXI036-Guys-0736-T1_102,16457.0
IXI036-Guys-0736-T1_103,16205.0
IXI036-Guys-0736-T1_104,15944.0
IXI036-Guys-0736-T1_105,15657.0
IXI036-Guys-0736-T1_106,15335.0
IXI036-Guys-0736-T1_107,15004.0
IXI036-Guys-0736-T1_108,14586.0
IXI036-Guys-0736-T1_109,14159.0
IXI036-Guys-0736-T1_110,13732.0
IXI036-Guys-0736-T1_111,13270.0
IXI036-Guys-0736-T1_112,12776.0
IXI036-Guys-0736-T1_113,12275.0
IXI036-Guys-0736-T1_114,11757.0
IXI036-Guys-0736-T1_115,11195.0
IXI036-Guys-0736-T1_116,10580.0
IXI036-Guys-0736-T1_117,9960.0
IXI036-Guys-0736-T1_118,9279.0
IXI036-Guys-0736-T1_119,8635.0
IXI036-Guys-0736-T1_120,7948.0
IXI036-Guys-0736-T1_121,7124.0
IXI036-Guys-0736-T1_122,6194.0
IXI036-Guys-0736-T1_123,5407.0
IXI036-Guys-0736-T1_124,4586.0
IXI036-Guys-0736-T1_125,3758.0
IXI036-Guys-0736-T1_126,3111.0
IXI036-Guys-0736-T1_127,2301.0
IXI036-Guys-0736-T1_128,1163.0
IXI036-Guys-0736-T1_129,155.0
IXI036-Guys-0736-T1_130,0.0
IXI036-Guys-0736-T1_131,0.0
IXI036-Guys-0736-T1_132,0.0
IXI036-Guys-0736-T1_133,0.0
IXI036-Guys-0736-T1_134,0.0
IXI036-Guys-0736-T1_135,0.0
IXI036-Guys-0736-T1_136,0.0
IXI036-Guys-0736-T1_137,0.0
IXI036-Guys-0736-T1_138,0.0
IXI036-Guys-0736-T1_139,0.0
IXI036-Guys-0736-T1_140,0.0
IXI036-Guys-0736-T1_141,0.0
IXI036-Guys-0736-T1_142,0.0
IXI036-Guys-0736-T1_143,0.0
IXI036-Guys-0736-T1_144,0.0
IXI036-Guys-0736-T1_145,0.0
IXI036-Guys-0736-T1_146,0.0
IXI036-Guys-0736-T1_147,0.0
IXI036-Guys-0736-T1_148,0.0
IXI036-Guys-0736-T1_149,0.0
IXI037-Guys-0704-T1_0,0.0
IXI037-Guys-0704-T1_1,0.0
IXI037-Guys-0704-T1_2,0.0
IXI037-Guys-0704-T1_3,0.0
IXI037-Guys-0704-T1_4,0.0
IXI037-Guys-0704-T1_5,0.0
IXI037-Guys-0704-T1_6,0.0
IXI037-Guys-0704-T1_7,0.0
IXI037-Guys-0704-T1_8,0.0
IXI037-Guys-0704-T1_9,0.0
IXI037-Guys-0704-T1_10,0.0
IXI037-Guys-0704-T1_11,0.0
IXI037-Guys-0704-T1_12,0.0
IXI037-Guys-0704-T1_13,0.0
IXI037-Guys-0704-T1_14,0.0
IXI037-Guys-0704-T1_15,0.0
IXI037-Guys-0704-T1_16,0.0
IXI037-Guys-0704-T1_17,0.0
IXI037-Guys-0704-T1_18,0.0
IXI037-Guys-0704-T1_19,0.0
IXI037-Guys-0704-T1_20,0.0
IXI037-Guys-0704-T1_21,0.0
IXI037-Guys-0704-T1_22,90.0
IXI037-Guys-0704-T1_23,688.0
IXI037-Guys-0704-T1_24,1532.0
IXI037-Guys-0704-T1_25,2442.0
IXI037-Guys-0704-T1_26,3139.0
IXI037-Guys-0704-T1_27,3854.0
IXI037-Guys-0704-T1_28,4480.0
IXI037-Guys-0704-T1_29,5219.0
IXI037-Guys-0704-T1_30,5743.0
IXI037-Guys-0704-T1_31,6283.0
IXI037-Guys-0704-T1_32,6864.0
IXI037-Guys-0704-T1_33,7464.0
IXI037-Guys-0704-T1_34,8042.0
IXI037-Guys-0704-T1_35,8651.0
IXI037-Guys-0704-T1_36,9248.0
IXI037-Guys-0704-T1_37,9787.0
IXI037-Guys-0704-T1_38,10301.0
IXI037-Guys-0704-T1_39,10777.0
IXI037-Guys-0704-T1_40,11312.0
IXI037-Guys-0704-T1_41,11845.0
IXI037-Guys-0704-T1_42,12389.0
IXI037-Guys-0704-T1_43,12846.0
IXI037-Guys-0704-T1_44,13237.0
IXI037-Guys-0704-T1_45,13582.0
IXI037-Guys-0704-T1_46,13894.0
IXI037-Guys-0704-T1_47,14155.0
IXI037-Guys-0704-T1_48,14402.0
IXI037-Guys-0704-T1_49,14585.0
IXI037-Guys-0704-T1_50,14779.0
IXI037-Guys-0704-T1_51,15010.0
IXI037-Guys-0704-T1_52,15254.0
IXI037-Guys-0704-T1_53,15480.0
IXI037-Guys-0704-T1_54,15694.0
IXI037-Guys-0704-T1_55,15935.0
IXI037-Guys-0704-T1_56,16094.0
IXI037-Guys-0704-T1_57,16246.0
IXI037-Guys-0704-T1_58,16392.0
IXI037-Guys-0704-T1_59,16535.0
IXI037-Guys-0704-T1_60,16647.0
IXI037-Guys-0704-T1_61,16720.0
IXI037-Guys-0704-T1_62,16818.0
IXI037-Guys-0704-T1_63,16897.0
IXI037-Guys-0704-T1_64,17002.0
IXI037-Guys-0704-T1_65,17086.0
IXI037-Guys-0704-T1_66,17141.0
IXI037-Guys-0704-T1_67,17176.0
IXI037-Guys-0704-T1_68,17215.0
IXI037-Guys-0704-T1_69,17231.0
IXI037-Guys-0704-T1_70,17258.0
IXI037-Guys-0704-T1_71,17242.0
IXI037-Guys-0704-T1_72,17074.0
IXI037-Guys-0704-T1_73,16819.0
IXI037-Guys-0704-T1_74,16708.0
IXI037-Guys-0704-T1_75,16594.0
IXI037-Guys-0704-T1_76,16791.0
IXI037-Guys-0704-T1_77,16960.0
IXI037-Guys-0704-T1_78,17151.0
IXI037-Guys-0704-T1_79,17328.0
IXI037-Guys-0704-T1_80,17421.0
IXI037-Guys-0704-T1_81,17466.0
IXI037-Guys-0704-T1_82,17458.0
IXI037-Guys-0704-T1_83,17448.0
IXI037-Guys-0704-T1_84,17396.0
IXI037-Guys-0704-T1_85,17403.0
IXI037-Guys-0704-T1_86,17318.0
IXI037-Guys-0704-T1_87,17200.0
IXI037-Guys-0704-T1_88,17098.0
IXI037-Guys-0704-T1_89,16959.0
IXI037-Guys-0704-T1_90,16865.0
IXI037-Guys-0704-T1_91,16748.0
IXI037-Guys-0704-T1_92,16612.0
IXI037-Guys-0704-T1_93,16479.0
IXI037-Guys-0704-T1_94,16281.0
IXI037-Guys-0704-T1_95,16092.0
IXI037-Guys-0704-T1_96,15890.0
IXI037-Guys-0704-T1_97,15709.0
IXI037-Guys-0704-T1_98,15501.0
IXI037-Guys-0704-T1_99,15279.0
IXI037-Guys-0704-T1_100,15068.0
IXI037-Guys-0704-T1_101,14798.0
IXI037-Guys-0704-T1_102,14569.0
IXI037-Guys-0704-T1_103,14231.0
IXI037-Guys-0704-T1_104,13917.0
IXI037-Guys-0704-T1_105,13600.0
IXI037-Guys-0704-T1_106,13259.0
IXI037-Guys-0704-T1_107,12879.0
IXI037-Guys-0704-T1_108,12493.0
IXI037-Guys-0704-T1_109,12102.0
IXI037-Guys-0704-T1_110,11664.0
